comment,cid,author,videoId,pageUrl,commentsCount,title
To be able to buy gold you need to be able to save and have some money left at the end of the month ... Only people without (real!) recognition of the current situation will advice you to buy gold.,UgxXkC2TkUaWf-1h8yN4AaABAg,@andyvandereyd3543,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
we have to keep spreading the word and warn people about CBDCs,Ugx1mP9vjXBXx8PKGwt4AaABAg,@TheCryptoArk,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Your blue air make you look not pro,Ugw7RaOENXz3UgNY9Vt4AaABAg,@pascalfo6014,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
F cbcd,UgzIbzcSDnwqqHrY6Lh4AaABAg,@deancorbin3959,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Leave our money alone,Ugyo7R2ACvLrT3cjtlV4AaABAg,@deancorbin3959,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Just wait till the power goes out ...,Ugzm8csVPI1ADXzsr0N4AaABAg,@bluzcompany2293,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
STAND AGAINST D.C NOW,Ugzd2SyiMuAjH6SkI-h4AaABAg,@theedge5584,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
And so it begins......,UgxXdP_wXm9-PmW4erp4AaABAg,@padmac8176,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
No sound,UgxGX_vSPQVeZQzq1cx4AaABAg,@raymondfinch5269,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
hers the end to the US DOLLOR,UgyLiDiNwS2HaI4MOOJ4AaABAg,@mr.stoner4687,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
THEY ARE GOING TO REGRET ESPECIALLY IF THEY HAVE SMALL KIDS,Ugx1mP9vjXBXx8PKGwt4AaABAg.9pSGOzI6a7y9pj6IbeN8cr,@SUEELLENELASALI,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
"AL THE PEOPLE WOH ARE BRAIN WASHED, AND ASLEEP WILL FIND OUT FAST ENOUGH ON THEIR OWN !",Ugx1mP9vjXBXx8PKGwt4AaABAg.9pSGOzI6a7y9phhnCxYs4b,@danmax7456,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
" @igotnuttin9935  that's their problem, there are some that want to be know what's up",Ugx1mP9vjXBXx8PKGwt4AaABAg.9pSGOzI6a7y9p_Gac8Xfsn,@TheCryptoArk,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
They don’t WANT to hear you.,Ugx1mP9vjXBXx8PKGwt4AaABAg.9pSGOzI6a7y9pYUdzCKxiK,@igotnuttin9935,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
"Welcome to the ""Mark of the Beast"" buy and sell system!",Ugw85QNX4cJgRVbvNeF4AaABAg,@user-ec5hh4qj6g,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
"Democracy, no one had a Vote,  people need to create their own Bank, If not nobody goes to work for a year.  Its the same as the Fiet Currecy no worth or value.",UgxFSmw0jjYNd83eGuF4AaABAg,@maria610421,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
No mention of the value of Unicom.,Ugy2KScG7bWQJl3bhxp4AaABAg,@livondiramerian6999,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
"We have a very fragile grid, are due for another Carrington-like Event, sun solar flare capable of taking down the grid and our Internet is a sitting duck for hacking. The Pentagon has been hacked and the Chinese have obtained almost all of our federal government worker's private info through a hack. We want to base our monetary structure on this failing system. You have to be totally nuts to go for CBDC. We must always have the choice to use cash.",Ugxm5qjIVdPEJ61txuJ4AaABAg,@wolfwalker5924,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Wait till they make you get your tax returns with cbdc ya your hooked,UgzUhBxBtxGlKuNRQIl4AaABAg,@wedigarkansas,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
CBDC IS TRYING TO REVIVE IT HEGEMONY OF THE COLLECTIVE WEST ! DON'T FALL INTO THEIR TRAPS !,UgwAR8hxDCl277kTWFx4AaABAg,@fattfatt6483,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
"What’s the point currency is already digital , if they think CDBC is an answer to counter crypto then gtfo , crypto currency is decentralized.",UgyHsm6NUs20nPBjwDl4AaABAg,@brucelee5576,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
"Very Good.
But there is hope?  Texas is setting up its own gold/silver-backed currency as an option... ZeroHedge",UgzeyBg3eh_lZmUnn5l4AaABAg,@PeteThecurious100,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
"All Russia Needs todo 
Now Is Hit America With a EMP POOF NO MONEY NO America",UgxSYtioy41yoK-XGMd4AaABAg,@lastofus456,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
"no trust in any western created institution like IMF, WB and as such in CBDC. Any provision against sanction, illegal frozen of funds and illegal seizures? No southern caucus will be ready for this in absence of unilateral illegal sanction by US, WEST and NATO. BIG NO TO THIS CBDC",UgxFEbrl63MVRralkC54AaABAg,@krishnannarayanan5252,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
AFRICAN COUNTRIES!! BEWARE OF THIS INSTRUMENT. IT IS AN ANYHER TOOL TO DESTROY YOUR COUNTRIES AND MAKE YOU VASSAL STATES TO WEST!!!,UgzJbShXEXwzobS0PM54AaABAg,@krishnannarayanan5252,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
The chains of absolute slavery in the guise of currency,UgwXrgUqykGYbVkCLkd4AaABAg,@jessemays9427,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Organized Crime,UgzGs7C0hHpLl8S-HK14AaABAg,@gfy5127,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
"NO FK'G THANKS!!! TAKE YOUR $$$ OUT OF THE BANKS AND CONVERT IT INTO GOLD & SILVER BEFORE IT'S TO LATE!!!
THE CBDC MUST NOT BE ALLOWED!!!",UgwZ3IOnJR3IBaPVHqV4AaABAg,@fourleaf4183,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
"On March 9, 2022, Biden Signed Executive Order on CBDC",UgxwZAie56g3SdCeynN4AaABAg,@verajones887,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
BIGGBOYNEWS,UgzeQ7w_b_ksbJ-DbIV4AaABAg,@biggboynews1089,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
"Boycott, like they did against bud lite.",UgynYEVoxS5Xt386uqR4AaABAg,@paigecomise8076,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
It can't be implemented in the USA unless congress votes it in. They probably will because they are all beholden to the Fed and the Zionists.,Ugz7utUoz3xnx-Z3rYB4AaABAg,@SlimShady771,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Keep useing  cash .,Ugzde7w88M7cBWdlY6h4AaABAg,@francesbrown5116,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
when 40 plus countries are giving your dollar back    this could actually be the fact  why your dollar is worth nothing   caused by BRICS  nations  FACT,UgyqUvKTVkx6ZF9R1Xp4AaABAg,@barrypeers8665,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
How do I look into this?,UgzeyBg3eh_lZmUnn5l4AaABAg.9pRGSvQSYoX9piw31X6jxu,@robinbeard2572,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
"Can pretty much call it Operation Checkmate....CBDC is like the ring in ""Lord of The Rings"".....pure evil will follow.",UgwDBYY4PhEv500S5cJ4AaABAg,@johnpruett5258,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
The next big fail. If them comunest ccp are involved its illegal to use in America because of our anticommie laws. plus why do you need exchange rate if everyone uses the same money?,UgzcbyJPSv6uULcXEhN4AaABAg,@mauricelarson7263,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Lena is such a G,UgzHRHDKhpQmlkTWtOx4AaABAg,@jdude9249881,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Another fiat?,UgxvFT6Dh_Oys9i8eF54AaABAg,@WTHH2,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
FUUUUUUUUUUUUUUUUUUUHK! Please be weary of the WHOs treaty they're also trying to pass this may 24th! They'll be above the government! Look it up!!,UgyNzHNxiNZBsf7HlvR4AaABAg,@MSF818Productions,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
My credit card already does instant international transactions.,UgzpZY36qlxIIHaBUhx4AaABAg,@kent3172,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
"“stakeholder Capitalism” has a branding tell. The P3 structures are all branded as “Authorities”, an indicator of state+corporate Fascism.",UgxoDogq5gLqz5WrAD54AaABAg,@buzzblitzer750,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
🦄 coin is a distraction and unicorn is a alternative name for Lucifer....so its a distraction from the real coins to be used.  But good job leading the ppl to consider real precious metal investments to hedge against inflation!!!,Ugy0YrKxllYg3w6pHF14AaABAg,@SPACEMAN_2.0,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Nope ..not interested..the  devis l  want to control everything,UgyXkhQ3cD4NDskhAdp4AaABAg,@mauriziocurzi3002,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
The day it happens will be the day we turn hardine COMMMUNIST!,UgzaeQkmRG79Lrfhezh4AaABAg,@tonyporter82,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
AMERICAN 🪙🥇 GOLD STANDARD GOVERNMENT CRYPTO CREATED BY THE UNITED STATES GOVERNMENT AND WE THE PEOPLE 🥇🇺🇲 OF THE UNITED STATES OF AMERICA 🤔🧐🥸😎📰🗞️,Ugwb2SK9D4RUHFhskp14AaABAg,@usaintltrade,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Don't tell me....to use it you have to receive a mark in your right hand or forehead.,UgwUZm3_gkj60924Tj94AaABAg,@ghostofcpast8893,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
It’s not to late for those that have money to move into stores of value that don’t have government hands on it. The current system needs a new set of law makers.  Nothing is for the people.,UgyRQCuSGeUn6_EB1w14AaABAg,@Centerflow,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
"Revelation 13:8-16 is a passage from the Bible that describes a vision of a beast rising up out of the sea with ten horns and seven heads. This beast is given power by the dragon, which is interpreted as Satan, and it commands the world to worship it. The passage goes on to describe how this beast will control the world's economy and force people to take a mark on their hand or forehead in order to buy and sell goods.

When comparing this passage to the current world dysfunction, there are several similarities that can be observed. One of the most striking similarities is the rise of authoritarian governments and leaders who seek to consolidate power and control over their populations. These governments often use fear and propaganda to manipulate people and suppress dissent, much like the beast in Revelation 13.

Another similarity is the increasing polarization and division in society, which has led to a breakdown in trust and cooperation between individuals and groups. This division can be seen in political, religious, and cultural spheres, and it has been exacerbated by the rise of social media and other digital technologies that enable the spread of misinformation and extremism.

The passage in Revelation 13 also speaks to the control of the world's economy, which is becoming increasingly centralized and dominated by a small number of powerful corporations and individuals. This concentration of wealth and power has led to a widening wealth gap and has left many people struggling to make ends meet.

The mark on the hand or forehead mentioned in the passage can also be interpreted as a symbol of the increasing surveillance and monitoring of individuals by governments and corporations. With the rise of facial recognition technology, biometric identification, and other forms of digital tracking, it is not difficult to imagine a future in which individuals are required to have some form of identification or tracking device in order to participate in society.

In conclusion, the passage in Revelation 13:8-16 provides a stark vision of a world in which power is concentrated in the hands of a few and individuals are forced to conform to a single, authoritarian system. While there are certainly differences between the world described in this passage and the current state of the world, the similarities are striking and suggest that we must remain vigilant in the face of authoritarianism, polarization, and the concentration of wealth and power.",UgxXuH4S3IgMH4N7tDN4AaABAg,@Centerflow,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
If this is what u call news u are way backward than up to date,UgyI38ZM5qh2i0u62ct4AaABAg,@NjieZiphougarth,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
🤗😚🫶😁😚😚😚🤠😁👌,Ugx1aY1mjjTosHdOt_N4AaABAg,@mitoz688,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
What  does CBDC do ？,UgxjPaBXSQlCHBKKwhp4AaABAg,@lobsterking3633,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
"CBDC is tyranny. Freedom lost to all humanity, it is only for the super wealthy & powerful to have control over us.",UgwIoekjLRs8HmBVBQ54AaABAg,@anthonysafos4819,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
The US seems like it is hurdling towards full authoritarianism and capital controls - do you have any recommended paths for exiting?,UgyB8IyLP2XcRS8FWqh4AaABAg,@chaoticcoder5084,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Is the accounting profession a friend of humanity? Is the accounting profession a tool?,UgzqIZ9xqgh1TWdrJB54AaABAg,@patrickmccormack4318,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
@ Chaotic coder and go where? The whole world is wicked. Better to have your soul ready for exit bc this physical body is temporary,UgyB8IyLP2XcRS8FWqh4AaABAg.9pR09oROhBf9pV9WEkBPsS,@mindbodysoul5806,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
YES.,UgxvFT6Dh_Oys9i8eF54AaABAg.9pQ7j-Rfdqd9pQJElmmE19,@yurichtube1162,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Because the CCP is deep in the US.,UgzcbyJPSv6uULcXEhN4AaABAg.9pQ3-coRC8r9pQJJTp5VX4,@yurichtube1162,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
My bank blocked all bitcoin onramps. Now my fiat is stuck in the   banking ponzi system. Get your fiat out as fast as you can!!!,UgymgF48HQuRe29iGl94AaABAg,@acebace389,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
You know india upi is best money record transfer system. This system big help any government. Nothing cheating & cropped any wrong person.,UgzfESzw0KwcyXuhVvx4AaABAg,@anandkasar7706,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
"At least guarantee privacy and have it as an open-source system. Then it may help separate the risky commercial banks money from the peoples money. EU citizen must take action to make CDBC  ""our"" money.",UgwzFLCuWIg1lm4IOVp4AaABAg,@TheMaajanse,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Why has the world people watch in silence or catatonia the ultimate decimation of our privacy and humanity! Am sure their next theatre of operation will be Africa and South America...but they will be shocked,UgyDV3fZgA0Ku5sMkfF4AaABAg,@efosakenneth8000,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
"Right! The first time it gets hacked...it's done!
Especially when millions of people lose everything 😂😂😂",UgwejPa4r3JrgzkTUel4AaABAg,@borg386,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Intelectual comment lady ❤,Ugx61MnlqQ-sfcTarFJ4AaABAg,@taresy6789pp,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
We will be a lot closer to a communist country . Next will be your guns so we can't fight back same as it has been for many communist country's  people we need to unite,UgzJvFgKcEOfCvVSuKt4AaABAg,@wilburholden191,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
I think I will go back to trading physical coins exclusively.,UgysiD9l-oJKYSIXeFV4AaABAg,@Spartan1312,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
No.,UgzSqIx55UZ8tkiWkMp4AaABAg,@MackBolan1,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Thank you. I learned about this launch first through your video. Well done.,UgxEnc09D91Tu28d8Bt4AaABAg,@mansoob,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
"I choose to roll mine into btc, not gold or silver",UgxVjq0MBwAzblQjMuR4AaABAg,@Saurous3098,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Its a highly appreciated project dear....so what's ur take especially on the crypto space like people investors in crypto ...? Tha nk u,UgxMFIBfWSzIgVJOaRB4AaABAg,@bolejoanthony6149,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
"The urgency to roll out  CBDC is the rapid de-dollarization spreading in the Global South.  The US and the West are losing the grip on SWIFT.  Looking at the people involved in the CBDC, you get bet your house that those are these planted folks there to secure and device means for the West to retain control of the slavery financial transition system.",UgzqlnfzZWr4qkbKS8B4AaABAg,@raylee5030,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
How do I buy a unicorn?,Ugza0HZmWV1VCAlnl3V4AaABAg,@michaelking42,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
You don't seem to have noticed all your banks & thr FED are busted BRICS has 50% of world GDP and the Military are arresting all the political crime cartels.,Ugw3_KTlm_ObcOy8vKx4AaABAg,@maxwolfe7194,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
"Here we go, we are about to enter into the beast system...God help us...",UgzfgZkKsicPlVXA00x4AaABAg,@ronaldellis3229,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
"Universal mean catholic, so papacy will rule over us , Re rise of the Roman empire  revelation 13 , This kingdom will rise and rule for an additional 3, 1/2 before jesus 2nd return. The trilateral role out april of 2023 the nwo this will be about  the new money  and control for the entire world   then a worship will be enforced  so look out for the next crisis,  and the fake sabbath.may jesus help us all. The end of ages are closing real fast.",UgwPeY_dveI7N-Ky2Q54AaABAg,@julianruthfin2166,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
"The silver and gold in digital age, litecoin and bitcoin.
Litecoin (LTC) has incomparably cheaper transactions fee and is 10 times faster than Bitcoin. Litecoin wasn't premined/ICO launched and isn't controlled by insiders. As a truly decentralized digital commodity, Litecoin the ""digital silver"" wasn't issued by government or a corporation. LTC fungibility combined with the Lightning Network and enhanced level of privacy of its MimbleWimble (MWB) protocol make LTC especially congenial means of payment for secured financial transactions.",UgzGk0FVonE4OLOjhZ94AaABAg,@sergeyanglinov9722,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
America.has.paid.off its debths to.china and is now opening its new money.   C. B. D. C.   Could. You. Emiginr that,UgzY_-WrSBlcHw7h3q54AaABAg,@CarlRoberts-ji8mw,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
"This is a tirrany , no privacy , a fraude , theft enz...",UgwPh8EEwQg-bYfn4b54AaABAg,@peetersgustaaf270,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Paid off debt? The US will NEVER pay off their debt.,UgzY_-WrSBlcHw7h3q54AaABAg.9pPzw91XFOC9pQJMtUVxTc,@yurichtube1162,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
"The US has lost all trust of the global South. This Ukraine war has broken the West, and will be their death.",UgzqlnfzZWr4qkbKS8B4AaABAg.9pPqL2ugdtk9pQJVDH-a0O,@yurichtube1162,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
It will take time,UgzJvFgKcEOfCvVSuKt4AaABAg.9pPQQGF09NC9pQJZ6iZaHE,@yurichtube1162,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Society needs to break away from the entire cbdc criminal bank system! They doing too much!!!,Ugzqmir6prM0nhEjibB4AaABAg,@chazzw5388,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
"well done , thank you........",Ugw4sHWymQIkBwpbYk14AaABAg,@juletraylor5829,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
It'll be a financial vaccine.,Ugzeu48agqp2s17TVFZ4AaABAg,@mauriceorayii2964,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Cash is king!,Ugx2U8WgVhLaIf1qwoZ4AaABAg,@audreyross8629,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Get ready for a major disaster.,Ugxh_48KVx0HPuzFtct4AaABAg,@ld9044,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Welcome something going better good news for ordinary citizens but bad news for money laundering.,UgxUOdGjCNmUfOb0QJt4AaABAg,@khamlecksivongthong3954,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
